"9.73","115.86"
"20.39","112.16"
"19.80","111.53"
"16.67","112.33"
"10.72","115.83"
"24.81","119.92"
"12.00","113.00"
"12.00","113.00"
"24.81","119.92"
"15.15","117.76"
"9.90","115.53"
"9.55","112.89"
"8.86","112.84"
"10.92","114.08"
"10.21","114.22"
"19.91","114.50"
"11.05","114.28"
"10.72","115.83"
"9.72","116.47"
"10.62","116.17"
"9.73","115.86"
"10.00","114.67"
"10.37","114.48"
"10.71","114.53"
"10.72","115.83"
"16.67","112.33"
"12.00","113.00"
"12.00","113.00"
"17.87","109.25"
"17.87","109.25"
"15.15","117.76"
"17.53","108.27"
"","239.93"
"17.53","108.27"
"12.00","113.00"
"19.92","111.19"
"19.92","111.19"
"29.13","125.22"
"17.82","133.42"
"29.13","125.22"
"16.67","112.33"
"20.70","116.72"
"16.67","112.33"
"19.92","111.19"
"25.75","123.49"
"18.89","110.53"
"16.67","112.33"
"19.92","111.19"
"9.70","160.27"
"","199.05"
"25.44","119.84"
"24.81","119.92"
"19.00","109.50"
"12.00","113.00"
"12.00","113.00"
"12.00","113.00"
"18.21","109.55"
"11.05","114.27"
"19.27","107.32"
"","10.28"
"4.02","108.25"
"10.00","114.00"
"11.05","114.28"
"22.57","118.27"
"4.02","108.25"
"4.02","108.25"
"4.02","108.25"
"4.02","108.25"
"12.00","113.00"
"4.02","108.25"
"12.00","113.00"
"25.75","123.49"
"10.00","114.00"
"10.00","114.00"
"18.23","109.50"
"16.67","112.33"
"16.67","112.33"
"10.93","114.07"
"22.57","118.27"
"22.57","118.27"
"22.57","118.27"
"22.57","118.27"
"9.73","115.86"
"9.73","115.86"
"9.73","115.86"
"1.35","103.82"
"12.88","111.07"
"12.88","111.07"
"7.51","109.67"
"9.55","112.89"
"7.51","109.67"
"16.12","108.22"
"10.00","114.00"
"7.51","109.67"
"7.51","109.67"
"22.57","118.27"
"18.99","109.78"
"14.58","120.97"
"16.84","112.34"
"14.58","120.97"
"22.57","118.27"
"9.73","115.86"
"9.73","115.86"
"9.73","115.86"
"9.73","115.86"
"9.73","115.86"
"9.73","115.86"
"12.00","113.00"
"9.73","115.86"
"9.73","115.86"
"15.15","117.77"
"15.15","117.77"
"9.73","115.86"
"9.73","115.86"
"15.15","117.77"
